"발생지역별(1)","시점",범죄발생총건수(A) (건),인구(B) (명),A/Bⅹ100000 (건/10만명),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),형법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건),특별법범 (건)
"인천","2020",96340,2942828,3273.7,61151,36748,8991,41,19807,4320,206,3383,2031,36,46,65,1884,14535,10756,1746,1359,473,13,124,58,6,841,53,6,742,40,130,53,62,13,2,549,344,8,197,458,190,176,92,5859,1667,542,1527,1051,11,5,54,585,23,109,270,11,-,-,-,4,35189,19,8,183,87,117,25,21,34,183,208,3,560,1,894,9,49,61,45,301,7244,1,2,25,21,6,-,9,-,4,52,13,128,67,837,1448,437,5027,128,205,11,-,50,314,31,769,25,2,7,17,141,22,16,27,28,13,24,2,48,376,17,91,333,344,4,21,16,-,420,1,31,176,-,390,4,67,37,68,5,150,7,128,31,18,19,148,1825,1410,7,455,510,1,971,165,160,5,93,5,8,506,18,-,23,251,9,923,8,55,4,-,-,19,67,1,28,69,4682
"인천","2021",85432,2948375,2897.6,52815,30638,8183,20,15390,3710,203,3132,2347,46,34,54,2213,11977,8085,1828,1321,521,18,114,85,5,650,17,5,589,39,364,82,89,182,11,451,265,3,183,436,140,181,115,5952,1925,379,1167,1451,9,19,53,610,20,91,214,13,-,1,-,-,32617,62,5,548,55,133,16,19,23,116,111,3,566,7,258,2,41,117,2,166,5642,1,6,50,66,2,-,19,2,10,71,68,153,41,758,1085,365,4724,109,374,18,2,10,422,25,845,21,10,11,16,132,26,15,20,13,13,16,1,44,211,24,26,178,146,3,35,14,84,195,2,28,138,-,789,5,67,10,143,9,43,8,89,40,10,12,118,1536,1027,15,433,441,-,1139,120,108,1,109,2,8,281,17,-,18,105,16,987,9,45,6,-,-,12,72,6,53,33,6135
"광주","2018",51223,1459336,3510,28120,16086,4927,27,7923,1605,161,1443,977,24,28,34,891,6955,5153,1184,395,130,4,50,23,16,598,36,-,540,22,260,139,85,25,11,229,146,6,77,218,74,81,63,2797,747,465,623,320,2,13,30,251,13,143,173,2,1,-,1,13,23103,14,4,-,3,50,11,3,15,14,217,6,144,30,-,-,23,43,76,15,6758,1,7,7,16,2359,557,-,34,-,8,4,50,47,269,752,636,4690,74,31,26,2,4,23,20,127,23,-,17,39,70,10,7,9,28,33,4,308,7,33,14,-,-,174,4,-,-,-,207,-,27,-,32,128,1,22,2,45,-,200,7,1,6,50,18,92,665,998,7,234,164,24,376,71,50,3,15,7,2,269,8,47,8,60,6,89,3,22,3,2,-,9,47,-,9,19,1098
"광주","2019",52827,1456468,3627.1,30296,17756,5018,9,9079,1888,233,1529,949,22,30,42,855,7336,5351,1153,593,147,4,65,18,5,644,12,5,604,23,200,98,72,21,9,289,215,4,70,200,66,83,51,2922,861,381,755,381,3,9,22,215,13,100,174,5,-,-,-,3,22531,14,3,1,3,69,5,12,17,23,165,2,132,76,-,1,38,44,4,9,7451,1,4,5,9,2390,595,-,35,-,10,4,63,46,202,574,597,3341,70,37,33,1,1,32,10,103,14,-,22,34,69,15,8,18,12,13,9,374,2,76,18,1,-,140,2,-,-,-,207,1,13,-,31,168,2,26,8,68,-,254,2,7,11,121,7,102,849,695,25,279,259,76,370,73,58,-,25,5,2,266,2,40,11,87,9,8,8,27,-,4,-,5,53,-,3,25,1180
"광주","2020",49869,1450062,3439.1,29178,18187,5021,9,9771,1756,163,1467,855,15,34,16,790,6136,4420,949,542,135,6,46,30,8,610,19,12,551,28,163,71,68,18,6,234,152,4,78,205,69,87,49,2788,902,339,633,369,8,6,20,202,15,99,183,2,3,-,2,5,20691,8,4,92,6,96,10,-,21,13,187,2,142,87,-,-,18,29,54,15,6931,3,4,5,9,1745,392,-,21,-,8,-,24,26,229,645,428,3592,80,24,18,-,2,32,12,120,10,-,5,30,56,23,8,6,20,12,6,242,1,33,22,-,-,74,1,1,-,-,188,4,7,98,-,159,3,30,9,69,5,36,3,3,5,57,7,102,946,614,3,172,163,23,404,67,74,-,28,5,12,288,5,25,6,56,20,481,3,24,-,1,-,12,19,2,13,29,727
"광주","2021",44610,1441611,3094.5,25950,16131,4945,6,7943,1606,133,1498,909,13,16,21,859,5293,3714,843,489,128,9,65,39,6,422,7,-,397,18,221,73,96,39,13,184,105,9,70,174,35,88,51,2616,915,217,611,338,2,7,30,246,8,89,146,5,-,1,1,-,18660,26,-,125,1,84,3,3,10,10,124,-,149,113,-,-,22,59,7,11,6247,-,-,9,5,1355,258,-,36,-,7,15,64,25,247,384,340,3373,105,73,15,-,-,23,7,110,6,-,15,25,52,17,12,6,3,9,4,228,4,69,5,-,-,79,-,-,-,19,172,2,5,30,-,252,2,79,11,79,2,6,-,5,5,19,9,113,1102,424,7,129,174,24,352,72,39,-,23,6,7,198,9,25,2,39,14,279,-,39,-,1,-,4,16,-,17,39,830
"대전","2018",48184,1489936,3234,29932,16837,5596,26,8186,1414,105,1510,1254,17,51,43,1143,7809,5857,1102,621,165,2,43,19,-,523,57,2,446,18,119,39,51,22,7,279,144,1,134,209,71,72,66,2902,744,507,551,372,2,8,13,363,18,136,185,2,-,1,-,-,18252,8,1,1,4,45,16,8,71,152,161,5,170,65,-,1,16,17,32,1,7279,5,-,3,9,3,-,-,-,-,10,2,55,31,303,388,163,3341,65,33,7,1,5,15,8,101,16,-,9,23,215,7,17,25,24,24,4,1,1,66,33,-,-,277,3,-,-,-,150,-,16,-,62,180,3,22,5,85,2,244,6,2,10,22,19,66,333,592,8,634,202,43,386,95,27,13,7,6,4,281,6,-,31,29,9,72,18,20,5,4,-,22,134,1,16,35,979
"대전","2019",47929,1474870,3249.7,30255,18462,5905,15,9583,1336,132,1491,1123,23,25,48,1027,6843,4872,1052,684,168,5,44,18,-,507,23,3,472,9,97,36,38,16,7,229,124,1,104,181,69,62,50,2813,769,432,543,442,5,5,14,323,15,101,158,1,-,-,1,4,17674,20,-,-,10,54,19,3,37,103,124,5,173,-,-,-,26,17,2,-,7847,7,-,5,5,20,1,-,-,-,11,6,53,26,266,430,122,2722,43,39,9,1,6,9,10,127,5,-,3,17,148,10,13,15,27,17,7,5,2,89,27,-,-,120,8,-,-,-,181,3,13,-,21,196,1,17,12,82,5,216,13,1,5,25,6,54,397,484,12,483,233,120,359,67,40,5,7,4,8,317,2,-,31,27,17,5,13,16,2,1,-,16,22,-,11,23,1230
"대전","2020",46960,1463882,3207.9,30771,19131,5317,5,10645,1399,120,1645,993,23,15,37,918,6742,4791,978,729,178,7,38,21,-,483,21,1,447,14,135,34,82,16,3,235,143,2,90,220,76,80,64,2832,937,271,546,430,7,2,16,386,13,67,143,4,8,1,-,1,16189,16,1,42,9,86,1,2,9,71,73,7,173,2,1,1,24,18,30,-,6892,3,-,7,4,17,2,-,-,1,5,1,40,40,245,420,108,2414,53,25,20,1,39,18,5,144,8,-,3,10,61,33,9,55,7,38,14,5,8,260,15,-,-,86,4,-,-,-,187,2,16,80,-,270,-,29,4,63,2,51,1,1,4,23,7,63,491,407,12,194,223,32,472,77,65,-,14,9,3,275,9,-,11,18,19,311,57,21,1,3,-,12,29,-,7,28,900
"대전","2021",41921,1452251,2886.6,27519,17404,5081,6,9321,1295,131,1570,1089,19,10,40,1020,5667,3895,885,642,170,9,39,26,1,349,7,1,329,12,110,38,57,10,5,284,172,2,110,170,66,64,40,2446,860,205,436,421,4,7,13,294,17,60,120,5,2,-,1,1,14402,60,2,87,6,58,2,2,10,53,77,-,176,5,-,-,14,16,3,-,5798,1,-,4,3,42,12,-,2,-,13,7,44,13,162,293,82,2191,53,47,20,1,21,9,15,91,5,-,16,6,50,7,9,45,3,3,5,12,4,238,18,-,-,46,11,-,-,27,95,-,15,41,-,446,4,36,7,80,2,12,4,-,7,20,13,52,518,362,7,274,282,22,467,48,35,1,9,7,2,198,2,-,12,10,10,213,56,19,2,2,-,30,33,1,4,19,923
"울산","2018",25323,1155623,2191.3,13382,7770,2310,5,4057,486,56,856,351,7,16,22,306,3641,2564,805,192,53,2,16,9,-,159,5,6,145,3,35,13,14,6,2,106,77,-,29,101,31,45,25,1219,300,168,289,150,3,-,25,178,14,27,64,1,-,-,-,-,11941,4,1,1,10,20,3,6,9,33,80,1,88,70,16,1,11,7,34,2,2278,1,-,7,24,1173,385,1,33,-,3,10,54,3,292,296,383,2566,32,11,7,-,2,5,3,37,19,-,2,11,39,11,7,2,4,-,7,147,34,8,12,36,4,32,7,12,52,-,47,1,2,-,12,132,-,2,3,16,2,89,2,2,10,3,-,11,281,530,-,86,93,9,143,28,12,-,11,2,1,103,3,23,2,28,6,68,1,33,-,2,-,4,16,-,6,1,1666
"울산","2019",25814,1148019,2248.6,13133,7945,2181,8,4411,457,70,818,380,17,14,14,335,3123,2001,764,270,54,1,21,11,1,172,4,1,162,5,26,6,14,5,1,188,144,2,42,116,35,57,24,1183,280,161,295,197,2,2,21,152,6,10,55,1,-,1,-,-,12681,1,12,3,4,22,-,6,11,19,66,1,82,184,338,-,11,7,-,1,2402,1,-,23,13,1064,316,4,40,-,7,6,25,30,323,540,294,2258,47,13,-,-,3,7,6,42,18,-,-,8,29,32,8,2,13,-,3,201,18,21,11,12,47,18,6,13,5,-,43,-,6,-,3,177,2,10,26,25,1,74,1,1,10,3,-,28,203,530,-,65,73,25,152,32,20,1,15,-,1,141,3,25,2,44,2,1,3,34,1,4,-,9,42,-,6,5,2135
"울산","2020",24911,1136017,2192.8,13630,8618,2076,9,5245,458,94,736,357,8,9,21,319,2775,1760,680,238,67,4,16,9,1,184,3,-,172,9,57,24,28,4,1,340,319,2,19,111,31,59,21,1188,318,141,303,188,3,3,17,157,3,14,41,-,-,-,-,-,11281,11,7,10,6,16,-,4,3,10,51,-,83,111,1234,1,9,8,38,2,2108,-,-,1,15,805,233,7,55,-,2,4,23,20,386,496,208,1735,45,23,4,-,4,5,4,50,19,-,2,6,19,20,8,7,-,-,2,174,13,14,6,3,2,12,8,8,16,-,32,1,3,35,-,203,-,7,-,10,2,17,-,-,19,8,1,40,287,422,-,57,64,9,164,25,34,-,5,2,-,106,2,17,3,25,6,123,-,33,1,4,-,5,26,-,4,4,1299
"울산","2021",23463,1121592,2091.9,12267,7639,2103,5,4288,466,63,714,399,8,5,20,366,2608,1636,608,267,51,3,15,27,1,290,-,1,278,11,74,26,38,9,1,68,37,2,29,97,19,44,34,1092,373,103,219,175,-,4,23,157,3,7,28,-,-,-,-,-,11196,9,3,71,7,19,-,4,12,7,53,-,67,132,7,-,5,7,6,3,2006,-,2,6,28,620,200,2,23,-,1,13,32,24,393,423,163,2021,42,30,3,-,-,4,6,36,18,-,6,2,14,9,4,4,1,-,4,138,17,20,4,6,898,5,2,10,3,9,49,-,2,23,-,366,1,6,2,14,2,6,2,3,18,6,2,35,327,361,1,45,129,5,151,28,18,2,13,2,10,77,3,14,2,19,5,121,3,35,1,8,-,3,17,1,8,70,1516
"세종","2018",5331,314126,1697.1,3170,2037,588,-,1052,216,5,176,139,5,5,4,125,536,310,141,68,11,-,2,4,-,42,3,-,38,1,23,16,6,1,-,24,14,1,9,40,9,13,18,329,95,56,49,51,1,-,8,40,-,3,26,-,-,-,-,-,2161,2,7,-,-,7,-,3,3,16,15,-,7,1,-,-,3,1,8,-,731,-,-,-,-,-,-,-,-,-,5,6,32,4,39,49,12,516,10,6,-,-,-,2,10,9,4,-,-,2,72,-,3,1,22,1,1,-,5,2,8,-,-,5,1,-,-,-,9,-,-,-,-,15,-,-,2,4,1,42,1,-,4,1,1,4,53,18,1,71,14,-,82,19,8,-,11,-,-,20,-,-,6,11,-,16,-,8,-,-,-,-,10,-,2,-,96
"세종","2019",6300,340575,1849.8,4024,2735,850,3,1359,282,20,221,103,3,-,2,98,655,381,158,97,15,1,1,1,1,54,4,1,46,3,31,15,14,2,-,31,17,7,7,30,6,16,8,385,122,71,54,53,1,-,7,54,-,5,16,2,-,-,-,-,2276,2,13,-,-,8,-,1,1,16,16,2,9,-,-,-,8,5,-,-,837,1,-,1,8,-,-,-,-,-,2,8,35,3,49,57,30,381,16,2,-,-,-,1,9,22,4,-,-,3,46,2,-,1,-,-,-,-,12,8,2,-,-,2,-,-,-,-,11,-,2,-,3,28,-,3,1,6,-,40,3,2,1,2,-,7,94,56,-,72,15,-,91,13,11,-,7,1,-,33,1,-,1,10,-,-,-,9,-,-,-,3,5,-,4,-,118
"세종","2020",6651,355831,1869.1,4199,2887,876,1,1537,203,29,241,118,8,2,2,106,634,353,150,92,26,1,3,9,-,72,3,-,66,3,20,6,10,4,-,15,10,1,4,34,14,10,10,419,156,44,79,67,-,-,6,44,-,5,18,-,-,-,-,-,2452,2,6,22,-,12,-,2,4,26,11,-,8,1,-,-,27,6,-,-,723,1,-,-,13,-,-,-,-,-,28,31,23,6,39,55,42,416,17,1,-,-,-,2,15,20,5,-,-,2,7,4,4,3,8,3,3,-,38,4,4,-,-,3,-,-,-,-,7,1,1,12,-,26,1,7,1,12,1,11,3,-,4,-,1,18,79,84,-,197,18,-,85,15,5,-,7,1,1,22,1,-,1,4,3,31,-,5,-,-,-,3,8,-,5,-,124
"세종","2021",6147,371895,1652.9,3924,2618,1043,1,1119,185,24,246,146,4,1,2,139,620,320,147,110,31,3,5,4,-,43,-,-,42,1,37,21,14,2,-,28,12,2,14,42,9,20,13,390,144,43,46,80,2,2,11,41,-,2,19,-,-,-,-,-,2223,10,4,24,-,18,-,1,4,14,13,-,14,-,-,-,25,2,1,-,599,1,-,-,14,-,-,-,-,-,20,23,3,1,30,49,33,413,20,14,-,-,-,-,13,27,-,-,-,4,6,3,7,2,2,2,8,1,41,5,3,-,-,7,-,-,-,2,23,-,2,12,-,72,-,2,1,23,-,1,-,1,1,-,-,11,120,74,-,43,24,-,89,8,8,-,4,1,-,40,1,-,-,2,3,22,-,1,-,-,-,1,4,-,1,-,145
"경기","2018",429953,13077153,3287.8,235878,137837,41207,172,65076,15041,1155,15186,7905,209,170,361,7165,58018,42805,8483,4991,1110,53,376,173,27,3444,286,40,2878,240,802,237,355,145,65,2067,1199,90,778,2153,682,863,608,23652,6370,3128,6086,3337,36,24,355,2276,65,658,1281,29,1,2,-,4,194075,72,295,36,582,309,73,155,928,941,1179,19,1874,856,34,16,251,400,379,15,49012,10,5,38,448,14643,4506,60,146,16,1753,385,1068,268,3816,6444,4780,39469,798,833,71,6,90,189,299,1043,302,-,51,156,2095,106,121,179,470,37,79,2145,592,611,105,6,9,1791,55,372,133,-,1433,1,81,-,278,1219,16,198,151,478,77,2058,157,24,143,78,97,749,4540,8400,35,2157,2025,3,3619,732,433,24,278,78,31,2056,52,180,196,916,45,834,54,626,42,68,-,197,883,7,127,99,10075
"경기","2019",433498,13239666,3274.2,249200,149834,42015,115,75697,15400,1051,15556,7705,170,187,294,7054,58623,43012,7669,5901,1318,85,369,227,42,3294,218,45,2932,99,401,121,183,69,28,2834,1943,54,837,2298,757,867,674,24211,6883,2766,6064,4070,35,23,334,2336,48,475,1145,23,-,3,-,6,184298,99,230,63,327,318,72,781,307,1166,994,18,2287,1086,36,20,208,230,14,19,49466,27,12,129,601,15322,4321,314,146,9,740,355,1193,365,4002,5996,4165,30260,690,682,111,3,99,382,320,1338,321,-,32,83,2201,167,89,147,405,47,108,2661,598,670,130,25,1,1397,45,121,19,-,1658,9,74,-,130,1699,19,247,367,464,100,1678,57,36,158,89,66,943,5032,6465,18,1822,1978,3,3633,780,442,15,272,83,30,1915,66,239,152,1116,50,121,71,675,35,118,-,118,863,2,218,180,11402
"경기","2020",429487,13427014,3198.7,255655,160479,40851,93,86768,15911,1187,15669,7790,173,161,277,7179,52872,37789,6996,5958,1459,64,349,226,31,3437,148,25,3143,121,629,227,311,69,22,3647,2905,45,697,2303,766,821,716,24498,7418,2168,5779,4497,24,29,364,2330,61,440,1345,27,1,4,1,10,173832,93,216,591,329,484,87,119,198,998,1080,21,2170,1169,61,25,221,617,241,10,47297,19,6,163,484,12777,3374,35,114,4,550,440,1269,286,3896,5531,4471,26856,701,706,89,4,166,281,453,1465,260,2,72,94,498,263,111,167,173,43,80,1590,532,538,87,3,1,1227,54,42,72,-,1606,11,75,721,-,1765,24,322,413,461,66,413,35,23,397,105,87,814,6017,5327,43,1834,1862,4,4646,780,571,14,232,43,19,1783,66,216,103,772,50,2746,55,819,31,108,-,57,2266,6,164,146,9638
"경기","2021",388004,13565450,2860.2,226885,142066,37403,66,75380,13914,899,14404,8317,159,90,242,7826,45904,31916,5738,6093,1434,70,317,309,27,3050,77,16,2847,110,579,194,264,92,29,3144,2397,47,700,2174,708,863,603,21651,7592,1510,4345,4404,27,41,345,1889,38,399,1013,41,1,4,-,2,161119,306,171,1757,268,444,63,104,198,790,682,8,2011,1163,43,20,253,150,26,7,42017,16,11,234,517,9899,2606,34,112,-,623,672,1273,186,3285,4356,3607,25740,828,1587,93,5,70,322,323,1417,210,-,78,111,362,67,119,122,140,44,75,1546,567,527,63,6,1,1377,47,30,29,230,979,7,91,472,-,3943,29,204,205,382,55,71,54,28,254,72,63,661,7042,4256,69,1916,1864,4,5387,553,415,5,233,21,29,1056,66,171,73,365,49,2520,31,873,24,56,-,85,2344,4,187,134,9669
"강원","2018",52495,1543052,3402,27132,14419,4315,9,6983,1083,139,1890,937,27,17,41,852,7271,4655,1903,517,103,5,35,44,9,429,28,3,384,14,118,45,47,16,10,278,196,20,62,382,154,159,69,3298,718,470,663,571,1,11,100,446,27,111,176,-,1,1,-,2,25363,6,43,5,-,29,17,27,38,234,218,4,165,25,721,4,40,46,110,3,6774,1,2,8,72,1272,245,2,29,-,186,22,49,51,533,923,620,4091,104,54,-,1,-,35,175,81,18,1,16,11,186,18,20,6,24,3,127,344,279,22,29,52,36,79,1,969,101,-,173,1,5,-,23,113,6,25,64,53,5,183,11,2,9,12,6,53,649,899,2,197,201,27,334,58,64,1,2,10,2,292,20,28,6,49,13,60,3,36,-,18,-,5,13,-,18,6,2199
"강원","2019",53289,1541502,3457,28829,16202,4686,20,8340,1175,144,1837,943,23,26,42,852,6719,3998,1778,657,175,11,53,45,2,499,17,2,460,20,172,59,83,20,10,445,365,19,61,421,153,182,86,3428,817,401,680,667,1,8,107,416,24,102,203,-,-,1,1,-,24460,6,38,12,-,42,6,30,20,226,169,3,178,40,59,4,31,36,4,3,6781,999,2,12,118,1214,220,4,38,-,149,26,64,27,409,1006,406,3542,97,67,8,-,3,42,194,123,24,-,6,28,136,22,8,3,7,-,128,329,275,57,16,78,2,87,3,695,52,-,322,2,24,-,19,183,4,30,60,45,4,131,2,2,28,7,2,55,629,680,3,140,240,30,314,49,76,4,7,10,3,324,10,26,17,852,10,21,-,55,3,16,-,9,36,-,26,17,1519
"강원","2020",51544,1542840,3340.9,28098,16495,4342,13,9063,1128,136,1813,864,37,21,37,769,6085,3643,1554,674,140,3,34,36,1,415,21,4,373,17,130,60,60,10,-,311,245,9,57,360,123,165,72,3438,963,339,660,657,1,3,145,383,6,90,185,2,-,2,1,1,23446,11,40,37,-,58,2,12,20,161,170,3,205,41,135,14,20,126,35,1,6273,325,2,7,69,1158,237,4,29,-,116,44,69,24,357,738,360,3525,142,98,8,-,3,20,191,108,24,-,8,7,50,26,26,7,21,2,125,224,363,45,16,433,341,50,4,1002,61,-,149,-,8,175,-,178,5,25,220,39,4,45,4,4,24,7,3,52,539,570,1,128,132,25,385,49,74,8,12,9,2,282,12,29,3,221,10,296,-,46,-,20,-,11,20,-,13,5,1769
"강원","2021",45398,1538492,2950.8,24878,14683,4202,10,7745,918,90,1718,847,15,11,38,783,5427,3294,1232,671,147,5,47,30,1,343,11,-,325,7,96,40,45,11,-,317,262,12,43,295,114,100,81,2870,773,175,594,602,1,5,119,377,7,63,144,6,-,3,1,-,20520,20,28,173,-,47,7,16,25,131,122,1,199,55,20,6,27,50,6,1,5251,2,1,15,59,876,163,2,31,-,121,35,44,16,334,738,274,3335,151,138,17,-,3,25,76,85,14,-,2,7,45,17,19,6,13,1,109,197,272,27,8,23,2,31,7,879,47,52,105,-,12,30,-,274,9,8,6,41,3,7,3,-,24,6,5,61,504,373,32,133,200,14,342,18,36,-,4,3,11,157,12,14,3,22,9,250,3,54,-,32,-,5,20,1,16,14,3140
"충북","2018",53659,1599252,3355.3,28646,17200,5432,10,8464,1242,152,1900,936,32,33,49,822,6397,4077,1558,543,122,7,61,13,16,524,23,8,487,6,99,41,27,23,8,215,142,16,57,314,80,135,99,2961,725,517,560,423,6,6,71,356,21,99,175,-,-,-,2,-,25013,8,67,12,-,48,17,34,36,267,170,7,141,35,3,5,47,10,90,6,8314,2,1,7,66,954,254,-,9,-,175,42,106,37,544,1107,422,4920,124,56,2,3,3,18,142,102,30,-,1,8,136,13,27,16,23,17,45,228,212,57,47,-,-,170,9,1,-,-,236,1,9,-,19,138,10,31,13,73,9,200,3,3,28,14,20,45,517,1038,3,320,121,29,337,83,47,1,7,17,2,371,19,9,49,79,9,98,5,111,1,7,-,9,18,-,10,6,1385
"충북","2019",53801,1600007,3362.5,30417,18768,5964,16,9472,1247,152,1917,950,32,36,55,827,6380,3917,1468,725,179,8,58,12,13,578,11,2,538,27,97,38,32,21,6,278,194,12,72,408,100,172,136,2958,790,473,563,525,2,2,69,303,8,68,151,1,-,-,1,2,23384,15,52,9,-,41,5,14,26,215,172,4,131,69,6,2,21,6,3,8,8184,3,3,8,107,974,287,-,13,-,187,54,97,36,452,1081,269,3703,110,58,7,1,9,25,178,118,25,-,4,14,199,25,17,15,31,16,70,268,247,52,39,-,-,83,4,-,-,-,210,1,7,-,18,164,7,45,40,73,12,138,-,2,30,22,8,73,481,1011,4,191,169,40,364,79,69,-,17,18,3,326,11,11,31,107,10,13,4,112,-,10,-,7,48,1,16,19,1490
"충북","2020",51645,1600837,3226.1,29971,19037,5715,7,10005,1261,134,1915,898,19,28,40,811,6097,3806,1279,672,238,9,57,22,14,476,19,1,441,15,102,31,53,16,2,238,178,5,55,295,68,132,95,2828,774,339,565,549,5,1,66,306,8,65,148,-,-,1,-,1,21674,7,44,47,-,56,1,13,18,202,145,2,146,44,3,5,28,4,37,-,7313,-,-,10,118,712,178,-,9,-,106,42,58,32,482,1030,308,3580,121,31,14,-,4,16,211,122,18,-,3,12,76,34,17,12,53,11,84,187,214,39,19,-,-,62,6,-,-,-,127,-,7,68,-,204,10,61,5,74,5,33,8,6,22,22,11,78,643,1042,1,137,180,23,654,74,57,-,11,7,1,295,7,7,16,74,19,237,4,73,1,5,-,9,21,1,13,11,1164
"충북","2021",47020,1597427,2943.5,27335,17757,5270,11,9433,1111,82,1850,894,19,12,32,831,5283,3163,1292,546,158,8,42,46,28,415,19,6,378,12,96,46,40,8,2,218,157,9,52,279,77,99,103,2393,719,241,416,524,5,2,85,259,5,33,103,-,-,1,-,-,19685,25,51,178,-,35,2,16,23,152,172,6,99,113,2,4,19,9,1,-,6151,3,4,3,83,718,201,-,3,-,101,27,98,10,333,910,228,3365,131,83,5,-,1,19,116,121,35,-,3,6,56,13,21,8,9,4,50,118,205,54,18,-,-,46,21,-,-,25,130,-,5,42,-,364,9,50,1,55,2,20,1,1,26,20,7,52,831,910,1,116,192,18,380,50,56,1,24,3,3,189,22,14,13,72,8,229,1,115,1,6,-,3,16,6,12,25,1270
"충남","2018",75405,2126282,3546.3,39723,24075,8015,13,11600,1779,224,2444,1250,36,41,92,1081,8862,5458,2319,746,213,9,76,41,-,636,37,2,575,22,110,46,31,31,2,375,255,18,102,389,94,161,134,4026,1056,803,691,531,4,11,90,449,18,122,244,1,-,2,2,2,35682,26,139,3,-,53,8,23,51,638,163,5,174,39,8,4,37,35,97,3,7182,6,-,10,65,3021,725,81,45,-,255,55,133,38,730,1117,987,6730,213,146,4,1,3,35,110,134,304,3,3,34,293,16,31,17,44,13,70,554,363,19,53,8,56,160,12,140,78,-,356,2,10,-,35,180,2,26,111,101,10,387,5,9,47,21,3,78,906,1956,1,223,223,-,475,128,51,3,14,13,7,367,6,43,39,164,9,161,2,110,3,5,-,2,32,-,52,6,3695
"충남","2019",73817,2123709,3475.9,40207,25242,8253,18,12212,1973,249,2537,1207,46,32,76,1053,7902,4684,2102,818,196,9,59,30,4,655,42,4,584,25,93,49,29,13,2,406,316,13,77,388,108,163,117,4314,1104,737,790,719,3,4,149,447,20,116,221,1,-,1,2,-,33610,10,153,9,-,67,8,18,44,602,168,2,165,119,1380,7,35,25,7,4,7581,1,-,11,76,2669,651,19,56,-,225,59,156,50,1275,1008,603,4849,219,264,4,-,11,46,108,183,44,3,5,20,226,27,22,22,32,22,72,535,344,50,43,20,7,75,7,271,100,-,333,-,9,-,24,214,7,33,384,78,11,302,20,8,44,19,-,101,889,1536,1,164,328,7,517,167,49,2,19,10,19,341,15,29,24,215,10,11,22,107,-,4,-,6,78,10,33,23,2493
