"시군구별(1)","시군구별(2)",시군구별(3),시점,응답자수 (명),조율 (%),조율표준오차,표준화율 (%),표준화율표준오차
"경상북도","구미시",선산,2021,891,9.9,1.0,10.1,1.1
"경상북도","군위군",소계,2018,868,10.6,1.6,14.5,2.5
"경상북도","군위군",소계,2019,871,7.8,1.2,9.3,2.0
"경상북도","군위군",소계,2020,869,5.1,0.8,5.7,1.2
"경상북도","군위군",소계,2021,871,7.9,1.2,9.6,1.9
"경상북도","김천시",소계,2018,896,12.2,1.2,13.3,1.4
"경상북도","김천시",소계,2019,897,10.7,1.2,12.1,1.4
"경상북도","김천시",소계,2020,895,11.1,0.9,13.4,1.4
"경상북도","김천시",소계,2021,896,9.8,1.2,12.3,1.4
"경상북도","문경시",소계,2018,889,12.1,1.4,14.4,1.9
"경상북도","문경시",소계,2019,890,12.8,1.6,15.7,2.1
"경상북도","문경시",소계,2020,894,7.8,1.1,10.6,1.7
"경상북도","문경시",소계,2021,892,10.2,1.2,13.3,1.6
"경상북도","봉화군",소계,2018,879,12.5,1.4,14.9,1.8
"경상북도","봉화군",소계,2019,878,9.5,1.3,11.9,2.0
"경상북도","봉화군",소계,2020,886,7.8,1.2,9.2,2.0
"경상북도","봉화군",소계,2021,881,9.6,1.3,13.3,2.3
"경상북도","상주시",소계,2018,896,13.9,1.3,18.5,1.9
"경상북도","상주시",소계,2019,904,7.5,1.3,10.1,1.5
"경상북도","상주시",소계,2020,897,7.0,1.2,9.0,1.8
"경상북도","상주시",소계,2021,893,9.0,1.1,10.8,1.7
"경상북도","성주군",소계,2018,886,10.3,1.4,10.5,1.7
"경상북도","성주군",소계,2019,884,11.3,1.3,11.9,1.8
"경상북도","성주군",소계,2020,885,11.0,1.1,12.5,1.9
"경상북도","성주군",소계,2021,886,8.5,1.0,10.1,1.9
"경상북도","안동시",소계,2018,898,11.3,1.2,12.9,1.5
"경상북도","안동시",소계,2019,897,14.7,1.3,17.4,1.6
"경상북도","안동시",소계,2020,898,10.1,1.1,12.2,1.4
"경상북도","안동시",소계,2021,899,8.4,0.9,9.4,1.2
"경상북도","영덕군",소계,2018,883,8.6,1.1,12.6,2.3
"경상북도","영덕군",소계,2019,884,10.4,1.3,12.9,1.9
"경상북도","영덕군",소계,2020,884,10.2,1.4,13.0,2.0
"경상북도","영덕군",소계,2021,885,9.9,1.1,13.5,1.8
"경상북도","영양군",소계,2018,861,11.9,1.1,13.4,2.0
"경상북도","영양군",소계,2019,864,9.6,1.1,11.4,1.7
"경상북도","영양군",소계,2020,860,13.2,1.5,17.0,2.3
"경상북도","영양군",소계,2021,867,6.2,1.0,8.3,1.8
"경상북도","영주시",소계,2018,895,10.9,1.3,12.2,1.6
"경상북도","영주시",소계,2019,897,10.0,1.0,12.8,1.5
"경상북도","영주시",소계,2020,895,8.0,1.0,10.3,1.4
"경상북도","영주시",소계,2021,901,10.1,1.1,14.0,1.8
"경상북도","영천시",소계,2018,896,13.4,1.4,15.5,1.7
"경상북도","영천시",소계,2019,894,10.7,1.2,12.9,1.5
"경상북도","영천시",소계,2020,894,10.5,1.4,12.4,1.5
"경상북도","영천시",소계,2021,894,8.0,1.0,8.9,1.2
"경상북도","예천군",소계,2018,887,10.2,1.1,11.5,1.6
"경상북도","예천군",소계,2019,885,12.4,1.4,14.7,1.7
"경상북도","예천군",소계,2020,886,7.2,0.8,9.1,1.6
"경상북도","예천군",소계,2021,888,8.3,1.2,9.2,1.4
"경상북도","울릉군",소계,2018,832,12.7,2.6,13.1,1.9
"경상북도","울릉군",소계,2019,832,11.4,1.5,10.7,1.4
"경상북도","울릉군",소계,2020,831,7.3,0.9,7.7,1.3
"경상북도","울릉군",소계,2021,832,10.8,1.8,10.3,1.6
"경상북도","울진군",소계,2018,886,13.2,1.5,14.7,2.1
"경상북도","울진군",소계,2019,890,11.3,1.7,12.3,2.0
"경상북도","울진군",소계,2020,887,10.2,1.3,12.1,1.6
"경상북도","울진군",소계,2021,888,9.0,1.1,12.1,1.7
"경상북도","의성군",소계,2018,887,8.9,1.3,11.7,2.0
"경상북도","의성군",소계,2019,888,9.2,1.2,10.4,1.9
"경상북도","의성군",소계,2020,888,7.3,1.1,9.2,2.0
"경상북도","의성군",소계,2021,888,7.0,0.8,9.3,2.1
"경상북도","청도군",소계,2018,889,12.1,1.0,13.8,1.7
"경상북도","청도군",소계,2019,886,11.6,1.3,17.0,2.1
"경상북도","청도군",소계,2020,885,10.6,1.2,11.9,1.9
"경상북도","청도군",소계,2021,885,6.7,1.0,9.9,1.7
"경상북도","청송군",소계,2018,873,11.1,1.3,12.5,2.1
"경상북도","청송군",소계,2019,872,10.3,1.4,11.8,1.9
"경상북도","청송군",소계,2020,875,10.4,1.3,14.3,2.2
"경상북도","청송군",소계,2021,873,6.9,1.1,8.9,1.7
"경상북도","칠곡군",소계,2018,894,13.1,1.5,13.2,1.3
"경상북도","칠곡군",소계,2019,894,18.2,1.3,18.5,1.5
"경상북도","칠곡군",소계,2020,893,9.8,1.2,10.4,1.2
"경상북도","칠곡군",소계,2021,898,10.7,0.9,11.7,1.2
"경상북도","포항시",소계,2018,1804,11.7,0.9,12.1,0.9
"경상북도","포항시",소계,2019,1798,13.9,1.0,15.2,1.1
"경상북도","포항시",소계,2020,1798,11.0,0.8,11.7,0.9
"경상북도","포항시",소계,2021,1805,10.7,0.8,12.3,0.9
"경상북도","포항시",남구,2018,902,11.0,1.1,11.1,1.2
"경상북도","포항시",남구,2019,899,14.8,1.4,15.0,1.5
"경상북도","포항시",남구,2020,899,11.2,1.3,12.0,1.3
"경상북도","포항시",남구,2021,904,10.1,1.2,11.6,1.3
"경상북도","포항시",북구,2018,902,12.3,1.3,13.2,1.4
"경상북도","포항시",북구,2019,899,13.2,1.4,15.3,1.6
"경상북도","포항시",북구,2020,899,10.9,1.1,11.5,1.2
"경상북도","포항시",북구,2021,901,11.1,1.2,12.9,1.3
"경상남도","소계",소계,2018,17947,15.3,0.4,15.9,0.4
"경상남도","소계",소계,2019,17942,14.5,0.4,15.6,0.5
"경상남도","소계",소계,2020,17937,10.3,0.3,11.0,0.3
"경상남도","소계",소계,2021,17942,10.4,0.3,11.2,0.4
"경상남도","거제시",소계,2018,903,17.6,1.5,16.6,1.5
"경상남도","거제시",소계,2019,903,16.3,1.4,15.9,1.4
"경상남도","거제시",소계,2020,903,11.3,1.0,11.1,1.1
"경상남도","거제시",소계,2021,903,11.0,1.1,10.9,1.2
"경상남도","거창군",소계,2018,894,11.6,1.5,12.5,1.6
"경상남도","거창군",소계,2019,894,14.9,2.3,18.3,2.3
"경상남도","거창군",소계,2020,894,9.0,0.9,12.1,1.5
"경상남도","거창군",소계,2021,894,9.6,1.0,13.4,1.7
"경상남도","고성군",소계,2018,893,15.7,1.4,16.7,1.7
"경상남도","고성군",소계,2019,893,14.3,1.3,19.3,2.1
"경상남도","고성군",소계,2020,893,11.7,1.0,14.6,1.5
"경상남도","고성군",소계,2021,895,9.9,1.2,12.0,1.7
"경상남도","김해시",소계,2018,905,16.3,1.2,16.1,1.3
"경상남도","김해시",소계,2019,904,16.9,1.5,17.5,1.4
"경상남도","김해시",소계,2020,905,8.2,0.8,8.4,0.9
"경상남도","김해시",소계,2021,905,10.8,1.1,11.5,1.1
"경상남도","남해군",소계,2018,890,15.1,1.3,19.3,2.2
"경상남도","남해군",소계,2019,890,13.1,1.3,18.2,2.4
"경상남도","남해군",소계,2020,890,12.1,1.1,18.2,2.1
"경상남도","남해군",소계,2021,890,11.6,1.5,16.2,2.3
"경상남도","창원시",소계,2018,2709,15.1,0.9,15.1,0.8
"경상남도","창원시",소계,2019,2713,15.1,0.8,15.4,0.8
"경상남도","창원시",소계,2020,2709,9.9,0.6,10.0,0.6
"경상남도","창원시",소계,2021,2713,9.3,0.6,9.4,0.6
"경상남도","창원시",마산,2018,904,13.7,1.5,14.0,1.3
"경상남도","창원시",마산,2019,908,13.4,1.2,14.0,1.3
"경상남도","창원시",마산,2020,904,8.6,1.0,9.5,1.1
"경상남도","창원시",마산,2021,906,9.7,1.1,9.9,1.1
"경상남도","창원시",진해,2018,901,15.0,1.3,14.6,1.3
"경상남도","창원시",진해,2019,901,15.3,1.3,15.8,1.4
"경상남도","창원시",진해,2020,901,10.3,1.1,10.2,1.0
"경상남도","창원시",진해,2021,903,9.5,1.1,10.0,1.1
"경상남도","창원시",창원,2018,904,16.3,1.3,15.7,1.3
"경상남도","창원시",창원,2019,904,16.4,1.3,16.1,1.2
"경상남도","창원시",창원,2020,904,10.8,1.1,10.4,1.0
"경상남도","창원시",창원,2021,904,8.8,1.0,8.6,1.0
"경상남도","밀양시",소계,2018,911,14.6,1.4,16.3,1.8
"경상남도","밀양시",소계,2019,900,9.9,1.5,12.4,2.3
"경상남도","밀양시",소계,2020,900,7.3,0.9,8.8,1.5
"경상남도","밀양시",소계,2021,901,11.1,1.4,14.0,1.9
"경상남도","사천시",소계,2018,899,14.9,1.4,16.7,1.5
"경상남도","사천시",소계,2019,901,13.6,1.4,14.7,1.5
"경상남도","사천시",소계,2020,899,13.7,1.3,16.2,1.7
"경상남도","사천시",소계,2021,899,13.3,1.4,14.8,1.4
"경상남도","산청군",소계,2018,885,12.2,1.6,17.8,3.1
"경상남도","산청군",소계,2019,885,9.8,1.2,11.3,1.8
"경상남도","산청군",소계,2020,885,8.6,1.0,10.6,1.6
"경상남도","산청군",소계,2021,885,9.2,1.1,10.2,1.9
"경상남도","양산시",소계,2018,903,14.5,1.3,14.8,1.3
"경상남도","양산시",소계,2019,903,14.6,1.3,15.7,1.4
"경상남도","양산시",소계,2020,904,11.9,1.2,12.5,1.1
"경상남도","양산시",소계,2021,903,12.4,1.2,13.1,1.2
"경상남도","의령군",소계,2018,880,17.0,2.2,22.1,2.5
"경상남도","의령군",소계,2019,880,11.7,1.3,15.7,1.8
"경상남도","의령군",소계,2020,880,9.5,1.2,12.6,2.0
"경상남도","의령군",소계,2021,880,8.3,1.0,8.2,1.2
"경상남도","진주시",소계,2018,905,16.2,0.9,17.6,1.3
"경상남도","진주시",소계,2019,906,14.0,1.5,15.7,1.4
"경상남도","진주시",소계,2020,905,11.6,1.0,12.6,1.2
"경상남도","진주시",소계,2021,904,11.3,1.0,12.5,1.2
"경상남도","창녕군",소계,2018,900,11.6,1.7,13.4,2.1
"경상남도","창녕군",소계,2019,900,10.2,1.2,11.4,1.4
"경상남도","창녕군",소계,2020,901,7.1,0.8,8.3,1.2
"경상남도","창녕군",소계,2021,900,5.9,0.9,5.7,1.1
"경상남도","통영시",소계,2018,900,17.4,1.5,18.4,1.5
"경상남도","통영시",소계,2019,901,10.9,1.5,11.3,1.7
"경상남도","통영시",소계,2020,900,12.6,1.4,13.5,1.4
"경상남도","통영시",소계,2021,901,9.6,1.0,9.9,1.2
"경상남도","하동군",소계,2018,891,12.6,1.6,15.6,2.1
"경상남도","하동군",소계,2019,891,11.9,1.5,15.2,1.9
"경상남도","하동군",소계,2020,891,10.6,1.3,13.6,2.2
"경상남도","하동군",소계,2021,891,9.7,1.2,11.0,1.5
"경상남도","함안군",소계,2018,900,11.6,1.3,13.3,1.3
"경상남도","함안군",소계,2019,900,13.1,1.3,12.8,1.5
"경상남도","함안군",소계,2020,900,11.0,1.2,12.2,1.7
"경상남도","함안군",소계,2021,900,9.6,1.0,10.6,1.8
"경상남도","함양군",소계,2018,887,11.8,1.4,13.9,1.9
"경상남도","함양군",소계,2019,887,14.1,1.6,18.9,2.3
"경상남도","함양군",소계,2020,887,8.1,0.9,10.2,1.5
"경상남도","함양군",소계,2021,887,8.8,1.0,10.4,1.5
"경상남도","합천군",소계,2018,892,14.1,1.5,19.6,2.4
"경상남도","합천군",소계,2019,891,12.6,1.2,18.2,2.3
"경상남도","합천군",소계,2020,891,11.0,1.5,15.1,2.1
"경상남도","합천군",소계,2021,891,12.9,1.3,18.1,2.4
"제주특별자치도","소계",소계,2018,5043,14.8,0.9,15.5,0.9
"제주특별자치도","소계",소계,2019,5050,13.2,0.7,14.0,0.9
"제주특별자치도","소계",소계,2020,5055,12.3,0.8,13.4,0.8
"제주특별자치도","소계",소계,2021,5030,12.0,0.7,13.0,0.8
"제주특별자치도","서귀포시",소계,2018,2510,15.6,0.9,16.2,1.0
"제주특별자치도","서귀포시",소계,2019,2515,16.0,0.9,17.2,1.1
"제주특별자치도","서귀포시",소계,2020,2520,14.4,1.0,15.5,1.1
"제주특별자치도","서귀포시",소계,2021,2506,11.9,0.8,13.2,0.9
"제주특별자치도","서귀포시",서귀포,2018,850,14.2,1.3,14.6,1.4
"제주특별자치도","서귀포시",서귀포,2019,850,14.1,1.2,15.5,1.6
"제주특별자치도","서귀포시",서귀포,2020,850,13.7,1.6,14.7,1.5
"제주특별자치도","서귀포시",서귀포,2021,844,10.8,1.0,11.6,1.3
"제주특별자치도","서귀포시",동부,2018,840,19.6,1.7,20.7,1.8
"제주특별자치도","서귀포시",동부,2019,839,19.4,1.9,20.7,2.2
"제주특별자치도","서귀포시",동부,2020,840,16.7,1.6,17.7,1.9
"제주특별자치도","서귀포시",동부,2021,836,13.8,1.6,16.0,1.7
"제주특별자치도","서귀포시",서부,2018,820,14.0,1.9,14.9,1.5
"제주특별자치도","서귀포시",서부,2019,826,16.8,1.0,17.3,1.4
"제주특별자치도","서귀포시",서부,2020,830,12.8,0.9,15.1,1.9
"제주특별자치도","서귀포시",서부,2021,826,12.9,1.4,14.6,1.8
"제주특별자치도","제주시",소계,2018,2533,14.4,1.2,15.1,1.1
"제주특별자치도","제주시",소계,2019,2535,12.1,0.9,12.9,1.2
"제주특별자치도","제주시",소계,2020,2535,11.5,1.0,12.6,1.0
"제주특별자치도","제주시",소계,2021,2524,12.1,1.0,12.9,1.0
"제주특별자치도","제주시",제주,2018,855,14.0,1.5,14.6,1.4
"제주특별자치도","제주시",제주,2019,855,12.6,1.2,13.3,1.5
"제주특별자치도","제주시",제주,2020,855,11.3,1.3,12.2,1.2
"제주특별자치도","제주시",제주,2021,851,11.7,1.2,12.3,1.2
"제주특별자치도","제주시",동부,2018,833,13.6,1.4,15.3,1.5
"제주특별자치도","제주시",동부,2019,835,10.5,2.3,10.6,1.5
"제주특별자치도","제주시",동부,2020,835,10.3,1.8,12.2,1.7
"제주특별자치도","제주시",동부,2021,832,9.1,1.4,10.1,1.4
"제주특별자치도","제주시",서부,2018,845,17.2,1.6,17.7,1.7
"제주특별자치도","제주시",서부,2019,845,10.4,1.2,11.1,1.3
"제주특별자치도","제주시",서부,2020,845,13.6,1.1,14.7,1.6
"제주특별자치도","제주시",서부,2021,841,15.8,1.7,18.8,1.9
